stt,district,district_code,updated_district_code,province,total_DHF_cases,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
1,Long Xuyên,23,6,An Giang,618,2001,21,52,30,43,79,84,77,73,73,46,25,15
2,Châu Đốc ,24,3,An Giang,26,2001,0,2,0,1,0,7,2,6,4,4,0,0
3,Châu Thành,32,5,An Giang,177,2001,7,5,7,4,13,23,28,50,21,13,3,3
4,Châu Phú,28,4,An Giang,459,2001,19,20,15,17,57,82,90,60,47,27,17,8
5,Phú Tân,27,7,An Giang,141,2001,4,10,14,16,46,11,2,8,10,8,10,2
6,Tân Châu,26,9,An Giang,214,2001,4,4,4,7,12,24,22,16,44,46,20,11
7,Chợ Mới,31,2,An Giang,320,2001,21,14,16,15,37,65,46,37,32,18,13,6
8,An Phú,25,1,An Giang,244,2001,12,10,8,6,25,53,10,39,48,14,12,7
9,Tri Tôn,30,11,An Giang,348,2001,7,3,10,4,7,73,125,47,36,29,6,1
10,Tịnh Biên,29,8,An Giang,108,2001,4,0,2,4,8,15,12,25,19,16,3,0
11,Thoại Sơn,33,10,An Giang,271,2001,31,15,7,6,14,35,44,46,45,16,5,7
1,Long Xuyên,23,6,An Giang,256,2002,26,9,8,11,18,18,21,25,33,32,30,25
2,Châu Đốc ,24,3,An Giang,8,2002,0,1,0,3,2,0,0,0,2,0,0,0
3,Châu Thành,32,5,An Giang,61,2002,2,1,1,0,2,2,5,6,6,12,16,8
4,Châu Phú,28,4,An Giang,118,2002,6,2,2,6,4,9,16,6,12,17,23,15
5,Phú Tân,27,7,An Giang,67,2002,2,2,0,3,5,6,11,11,4,19,2,2
6,Tân Châu,26,9,An Giang,95,2002,11,3,1,4,4,10,15,6,15,19,3,4
7,Chợ Mới,31,2,An Giang,169,2002,5,3,2,6,17,14,15,30,18,17,24,18
8,An Phú,25,1,An Giang,126,2002,2,2,1,9,3,16,38,19,5,15,8,8
9,Tri Tôn,30,11,An Giang,89,2002,0,0,1,8,18,19,24,12,1,3,2,1
10,Tịnh Biên,29,8,An Giang,41,2002,0,1,2,3,9,6,15,2,0,2,1,0
11,Thoại Sơn,33,10,An Giang,44,2002,2,3,0,0,2,4,2,2,7,8,8,6
1,Long Xuyên,23,6,An Giang,261,2003,22,8,16,16,6,19,26,31,34,18,30,35
2,Châu Đốc ,24,3,An Giang,14,2003,0,0,0,2,5,1,1,3,1,0,1,0
3,Châu Thành,32,5,An Giang,44,2003,8,0,3,4,2,3,4,5,3,5,5,2
4,Châu Phú,28,4,An Giang,135,2003,4,3,5,9,12,23,16,19,12,9,11,12
5,Phú Tân,27,7,An Giang,78,2003,1,4,4,7,15,11,9,13,5,4,5,0
6,Tân Châu,26,9,An Giang,56,2003,2,1,1,2,5,0,9,18,7,11,,0
7,Chợ Mới,31,2,An Giang,226,2003,6,9,10,8,11,14,10,26,53,41,26,12
8,An Phú,25,1,An Giang,111,2003,5,2,3,1,4,3,7,16,22,28,14,6
9,Tri Tôn,30,11,An Giang,21,2003,1,0,0,0,6,4,1,0,5,2,2,0
10,Tịnh Biên,29,8,An Giang,2,2003,0,0,0,0,1,0,0,1,0,0,0,0
11,Thoại Sơn,33,10,An Giang,78,2003,3,5,2,3,3,3,2,4,5,18,16,14
1,Long Xuyên,23,6,An Giang,1282,2004,14,37,68,73,66,115,223,184,161,126,105,110
2,Châu Đốc ,24,3,An Giang,36,2004,0,0,0,1,1,2,6,5,11,1,5,4
3,Châu Thành,32,5,An Giang,250,2004,2,2,9,10,9,6,55,49,40,25,18,25
4,Châu Phú,28,4,An Giang,408,2004,5,1,7,10,16,12,33,45,88,67,77,47
5,Phú Tân,27,7,An Giang,70,2004,0,1,6,7,1,0,3,11,12,9,11,9
6,Tân Châu,26,9,An Giang,23,2004,1,1,0,0,3,2,6,5,1,2,1,1
7,Chợ Mới,31,2,An Giang,708,2004,11,8,24,9,16,22,74,97,171,77,111,88
8,An Phú,25,1,An Giang,115,2004,0,2,1,3,6,6,15,11,28,24,13,6
9,Tri Tôn,30,11,An Giang,32,2004,1,0,0,0,0,0,6,4,5,3,9,4
10,Tịnh Biên,29,8,An Giang,85,2004,0,0,0,0,2,0,4,8,37,18,13,3
11,Thoại Sơn,33,10,An Giang,503,2004,10,13,27,15,10,31,52,61,50,40,73,121
1,Long Xuyên,23,6,An Giang,586,2005,48,36,38,72,56,29,51,41,82,43,33,57
2,Châu Đốc ,24,3,An Giang,19,2005,2,0,0,4,5,0,1,5,1,0,0,1
3,Châu Thành,32,5,An Giang,104,2005,14,4,10,6,8,5,6,7,17,8,6,13
4,Châu Phú,28,4,An Giang,310,2005,25,7,10,20,19,13,16,66,33,42,23,36
5,Phú Tân,27,7,An Giang,56,2005,3,1,2,8,3,2,2,19,11,2,3,0
6,Tân Châu,26,9,An Giang,30,2005,1,1,0,1,1,0,15,1,1,8,0,1
7,Chợ Mới,31,2,An Giang,506,2005,36,19,25,25,20,22,63,72,74,44,52,54
8,An Phú,25,1,An Giang,122,2005,5,0,3,8,3,9,9,40,36,5,4,0
9,Tri Tôn,30,11,An Giang,35,2005,0,0,0,0,2,6,4,3,7,4,7,2
10,Tịnh Biên,29,8,An Giang,5,2005,2,0,0,0,0,0,2,0,0,0,0,1
11,Thoại Sơn,33,10,An Giang,200,2005,37,13,7,13,4,5,16,16,11,11,25,42
1,Long Xuyên,23,6,An Giang,829,2006,59,19,31,59,96,116,123,102,155,69,,
2,Châu Đốc,24,3,An Giang,36,2006,0,0,1,1,0,2,11,11,4,6,,
3,Châu Thành,32,5,An Giang,319,2006,12,9,7,28,47,49,47,43,68,9,,
4,Châu Phú,28,4,An Giang,413,2006,16,8,12,9,35,59,54,86,113,21,,
5,Phú Tân,27,7,An Giang,150,2006,1,1,6,9,4,14,13,38,37,27,,
6,Tân Châu,26,9,An Giang,184,2006,2,2,0,3,2,4,17,42,53,59,,
7,Chợ Mới,31,2,An Giang,563,2006,26,15,24,40,62,69,107,118,95,7,,
8,An Phú,25,1,An Giang,76,2006,2,2,8,13,7,8,3,6,9,18,,
9,Tri Tôn,30,11,An Giang,72,2006,4,0,2,4,3,13,7,11,12,16,,
10,Tịnh Biên,29,8,An Giang,106,2006,0,0,1,0,3,8,12,11,31,40,,
11,Thoại Sơn,33,10,An Giang,386,2006,31,9,17,41,37,42,57,62,52,38,,
1,Long Xuyên,23,6,An Giang,882,2007,14,5,6,92,108,132,145,158,135,87,,
2,Châu Đốc,24,3,An Giang,118,2007,3,2,2,4,0,7,20,40,26,14,,
3,Châu Thành,32,5,An Giang,129,2007,9,1,3,0,7,29,16,15,26,23,,
4,Châu Phú,28,4,An Giang,253,2007,8,7,5,5,44,8,48,36,50,42,,
5,Phú Tân,27,7,An Giang,355,2007,7,0,1,4,26,78,83,53,62,41,,
6,Tân Châu,26,9,An Giang,91,2007,4,2,0,2,4,8,19,17,27,8,,
7,Chợ Mới,31,2,An Giang,1234,2007,42,17,31,65,180,32,332,209,193,133,,
8,An Phú,25,1,An Giang,513,2007,2,7,4,14,38,57,83,157,113,38,,
9,Tịnh Biên,30,11,An Giang,375,2007,7,2,6,3,3,269,41,23,15,6,,
10,Tri Tôn,29,8,An Giang,121,2007,1,0,2,0,8,57,17,15,12,9,,
11,Thoại Sơn,33,10,An Giang,155,2007,40,7,1,5,11,26,14,8,19,24,,
1,Long Xuyên,23,6,An Giang,158,2008,30,13,4,12,9,9,13,15,22,31,,
2,Châu Đốc ,24,3,An Giang,35,2008,2,2,3,1,0,6,2,1,8,10,,
3,Châu Thành,32,5,An Giang,92,2008,15,3,7,4,6,20,12,6,7,12,,
4,Châu Phú,28,4,An Giang,131,2008,26,10,8,18,5,20,22,6,5,11,,
5,Phú Tân,27,7,An Giang,55,2008,12,1,3,1,5,9,4,5,10,5,,
6,Tân Châu,26,9,An Giang,32,2008,2,0,0,0,4,2,4,2,14,4,,
7,Chợ Mới,31,2,An Giang,153,2008,21,7,9,5,5,16,15,20,34,21,,
8,An Phú,25,1,An Giang,44,2008,3,3,2,1,4,4,1,1,16,9,,
9,Tri Tôn,30,11,An Giang,46,2008,2,3,2,3,2,2,7,2,9,14,,
10,Tịnh Biên,29,8,An Giang,35,2008,4,2,2,0,0,2,5,3,8,9,,
11,Thoại Sơn,33,10,An Giang,75,2008,6,2,5,2,5,8,10,8,18,11,,
1,Long Xuyên,23,6,An Giang,322,2009,22,8,15,18,46,51,28,37,55,42,,
2,Châu Đốc ,24,3,An Giang,68,2009,1,1,1,1,2,4,2,24,19,13,,
3,Châu Thành,32,5,An Giang,168,2009,5,6,1,2,18,22,10,24,39,41,,
4,Châu Phú,28,4,An Giang,137,2009,2,5,2,2,11,9,16,18,43,29,,
5,Phú Tân,27,7,An Giang,105,2009,3,6,2,4,2,14,12,12,26,24,,
6,Tân Châu,26,9,An Giang,50,2009,7,0,2,1,1,1,2,15,8,13,,
7,Chợ Mới,31,2,An Giang,298,2009,7,6,11,27,34,61,16,37,66,33,,
8,An Phú,25,1,An Giang,251,2009,8,9,3,1,14,25,19,47,57,68,,
9,Tri Tôn,30,11,An Giang,93,2009,4,0,2,24,18,16,8,7,9,5,,
10,Tịnh Biên,29,8,An Giang,46,2009,0,0,0,1,2,0,4,11,20,8,,
11,Thoại Sơn,33,10,An Giang,152,2009,6,6,3,5,28,13,25,11,34,21,,
1,Long Xuyên,23,6,An Giang,112,2010,25,4,0,0,17,42,10,0,0,14,,
2,Châu Đốc ,24,3,An Giang,40,2010,4,0,0,0,11,22,2,0,1,0,,
3,Châu Thành,32,5,An Giang,60,2010,31,4,0,0,3,15,1,0,0,6,,
4,Châu Phú,28,4,An Giang,145,2010,15,6,0,0,0,98,21,0,0,5,,
5,Phú Tân,27,7,An Giang,109,2010,11,4,0,0,5,56,30,0,1,2,,
6,Tân Châu,26,9,An Giang,48,2010,5,3,0,0,4,25,10,0,0,1,,
7,Chợ Mới,31,2,An Giang,188,2010,38,2,0,0,8,95,29,0,1,15,,
8,An Phú,25,1,An Giang,108,2010,13,2,0,0,7,48,21,0,1,16,,
9,Tri Tôn,30,11,An Giang,18,2010,4,0,0,0,0,12,2,0,0,0,,
10,Tịnh Biên,29,8,An Giang,48,2010,11,0,0,0,2,30,5,0,0,0,,
11,Thoại Sơn,33,10,An Giang,60,2010,30,1,0,0,2,24,0,0,0,3,,
1,Long Xuyên,23,6,An Giang,94,2011,57,4,0,0,7,0,0,0,0,26,,
2,Châu Đốc ,24,3,An Giang,28,2011,5,0,0,0,0,0,0,0,0,23,,
3,Châu Thành,32,5,An Giang,37,2011,13,4,0,0,2,0,2,0,0,16,,
4,Châu Phú,28,4,An Giang,66,2011,20,7,0,0,0,0,5,0,0,34,,
5,Phú Tân,27,7,An Giang,78,2011,29,2,0,0,0,0,10,0,0,37,,
6,Tân Châu,26,9,An Giang,106,2011,22,4,0,0,5,0,19,0,0,56,,
7,Chợ Mới,31,2,An Giang,115,2011,46,2,0,0,14,0,5,0,0,48,,
8,An Phú,25,1,An Giang,52,2011,17,1,0,0,1,0,15,0,0,18,,
9,Tri Tôn,30,11,An Giang,20,2011,3,0,0,0,1,0,9,0,0,7,,
10,Tịnh Biên,29,8,An Giang,32,2011,1,0,0,0,0,0,16,0,0,15,,
11,Thoại Sơn,33,10,An Giang,19,2011,7,0,0,0,0,0,3,0,0,9,,
1,Long Xuyên,23,6,An Giang,704,2012,26,22,42,59,98,88,123,93,50,37,28,38
2,Châu Đốc ,24,3,An Giang,187,2012,17,6,10,24,12,25,26,15,9,15,20,8
3,Châu Thành,32,5,An Giang,368,2012,12,6,9,10,26,24,50,91,53,50,25,12
4,Châu Phú,28,4,An Giang,594,2012,17,17,20,33,52,54,88,100,66,77,47,23
5,Phú Tân,27,7,An Giang,394,2012,21,8,8,19,45,46,50,64,54,40,29,10
6,Tân Châu,26,9,An Giang,740,2012,30,45,38,27,66,88,68,104,113,67,61,33
7,Chợ Mới,31,2,An Giang,874,2012,46,32,43,85,97,121,106,134,83,49,40,38
8,An Phú,25,1,An Giang,348,2012,2,4,8,18,11,29,47,63,39,62,32,33
9,Tri Tôn,30,11,An Giang,168,2012,7,5,4,12,25,27,15,14,20,21,11,7
10,Tịnh Biên,29,8,An Giang,362,2012,4,2,10,6,36,45,33,53,65,55,31,22
11,Thoại Sơn,33,10,An Giang,218,2012,6,7,6,9,24,27,35,36,24,20,14,10
1,Long Xuyên,23,6,An Giang,237,2013,11,8,16,26,17,16,19,32,20,17,25,30
2,Châu Đốc ,24,3,An Giang,85,2013,9,6,8,2,5,1,1,9,9,15,9,11
3,Châu Thành,32,5,An Giang,111,2013,5,6,3,2,7,3,9,7,14,6,29,20
4,Châu Phú,28,4,An Giang,132,2013,6,4,5,13,6,8,9,5,12,12,30,22
5,Phú Tân,27,7,An Giang,58,2013,11,4,7,4,1,1,1,6,8,5,5,5
6,Tân Châu,26,9,An Giang,194,2013,24,15,14,6,10,21,12,12,15,18,32,15
7,Chợ Mới,31,2,An Giang,157,2013,11,11,4,8,2,13,17,18,14,12,22,25
8,An Phú,25,1,An Giang,281,2013,26,10,18,17,24,10,25,26,27,39,28,31
9,Tri Tôn,30,11,An Giang,30,2013,3,0,0,0,3,2,2,2,4,5,6,3
10,Tịnh Biên,29,8,An Giang,44,2013,7,1,3,3,4,1,4,3,0,4,8,6
11,Thoại Sơn,33,10,An Giang,59,2013,10,3,3,5,4,4,7,2,5,0,2,14
1,Long Xuyên,23,6,An Giang,123,2014,16,5,7,11,9,12,6,12,11,12,6,16
2,Châu Đốc ,24,3,An Giang,50,2014,5,3,2,7,7,3,7,4,4,1,3,4
3,Châu Thành,32,5,An Giang,119,2014,10,1,1,11,9,7,9,19,12,22,10,8
4,Châu Phú,28,4,An Giang,255,2014,12,3,9,16,11,13,16,30,51,29,29,36
5,Phú Tân,27,7,An Giang,113,2014,1,1,3,6,3,2,4,20,20,29,15,9
6,Tân Châu,26,9,An Giang,74,2014,18,6,5,13,5,1,5,6,8,4,1,2
7,Chợ Mới,31,2,An Giang,196,2014,7,4,9,8,21,21,7,25,26,24,25,19
8,An Phú,25,1,An Giang,165,2014,15,17,5,3,13,4,6,13,23,14,25,27
9,Tri Tôn,30,11,An Giang,11,2014,1,0,1,2,0,2,1,1,1,1,1,0
10,Tịnh Biên,29,8,An Giang,17,2014,0,2,0,3,2,4,0,2,1,1,2,0
11,Thoại Sơn,33,10,An Giang,38,2014,2,3,0,2,3,1,3,0,0,4,13,7
1,Long Xuyên,23,6,An Giang,543,2015,9,3,9,7,10,20,30,60,82,72,120,121
2,Châu Đốc ,24,3,An Giang,145,2015,6,8,3,4,7,3,2,2,17,28,26,39
3,Châu Thành,32,5,An Giang,315,2015,8,4,9,15,20,38,25,37,23,43,31,62
4,Châu Phú,28,4,An Giang,390,2015,71,24,21,19,28,6,24,18,34,54,41,50
5,Phú Tân,27,7,An Giang,215,2015,25,10,6,6,5,14,11,13,25,38,35,27
6,Tân Châu,26,9,An Giang,342,2015,5,2,1,7,20,19,14,38,60,73,59,44
7,Chợ Mới,31,2,An Giang,627,2015,15,9,3,12,10,14,23,70,121,107,130,113
8,An Phú,25,1,An Giang,266,2015,10,6,18,10,9,7,12,26,60,48,31,29
9,Tri Tôn,30,11,An Giang,160,2015,1,1,0,1,0,0,4,15,51,60,19,8
10,Tịnh Biên,29,8,An Giang,198,2015,2,0,1,0,0,1,3,21,40,50,49,31
11,Thoại Sơn,33,10,An Giang,161,2015,13,3,1,4,2,3,8,21,18,27,19,42
1,Long Xuyên,23,6,An Giang,680,2016,96,61,76,69,76,52,39,47,31,43,50,40
2,Châu Đốc ,24,3,An Giang,79,2016,26,12,15,7,0,5,2,2,5,2,1,2
3,Châu Thành,32,5,An Giang,177,2016,34,7,8,22,31,21,5,5,6,13,13,12
4,Châu Phú,28,4,An Giang,305,2016,24,13,14,41,33,27,29,27,31,19,27,20
5,Phú Tân,27,7,An Giang,223,2016,41,21,16,17,13,11,13,13,15,22,24,17
6,Tân Châu,26,9,An Giang,136,2016,38,16,5,5,17,6,5,9,8,7,9,11
7,Chợ Mới,31,2,An Giang,742,2016,87,35,55,52,43,58,41,68,73,73,92,65
8,An Phú,25,1,An Giang,199,2016,26,14,8,8,17,16,7,9,8,19,29,38
9,Tri Tôn,30,11,An Giang,38,2016,3,2,1,6,3,1,2,7,4,6,3,0
10,Tịnh Biên,29,8,An Giang,86,2016,8,2,2,6,1,6,6,4,4,16,14,17
11,Thoại Sơn,33,10,An Giang,126,2016,18,6,11,13,19,11,5,7,7,10,10,9
1,Long Xuyên,23,6,An Giang,760,2017,41,53,72,58,46,64,94,90,103,55,43,41
2,Châu Đốc ,24,3,An Giang,124,2017,1,0,3,4,9,11,4,20,38,17,8,9
3,Châu Thành,32,5,An Giang,255,2017,16,9,31,29,23,27,43,23,22,14,11,7
4,Châu Phú,28,4,An Giang,601,2017,20,15,35,47,64,68,83,81,74,58,38,18
5,Phú Tân,27,7,An Giang,271,2017,18,13,8,18,25,26,21,38,46,20,16,22
6,Tân Châu,26,9,An Giang,268,2017,16,16,11,13,15,25,40,36,36,27,20,13
7,Chợ Mới,31,2,An Giang,1164,2017,52,75,99,114,87,119,136,143,113,96,75,55
8,An Phú,25,1,An Giang,400,2017,9,18,23,37,36,56,78,61,41,12,12,17
9,Tri Tôn,30,11,An Giang,71,2017,2,1,2,2,1,3,9,15,10,11,9,6
10,Tịnh Biên,29,8,An Giang,248,2017,9,4,14,9,9,12,17,59,50,43,12,10
11,Thoại Sơn,33,10,An Giang,245,2017,18,13,16,19,13,19,30,45,28,29,5,10
1,Long Xuyên,23,6,An Giang,708,2018,29,24,46,53,70,58,62,56,78,92,76,64
2,Châu Đốc ,24,3,An Giang,120,2018,11,1,7,3,3,6,11,19,26,19,12,2
3,Châu Thành,32,5,An Giang,267,2018,17,5,10,17,22,27,40,25,28,32,17,27
4,Châu Phú,28,4,An Giang,318,2018,14,10,12,13,28,18,19,54,56,39,23,32
5,Phú Tân,27,7,An Giang,272,2018,17,6,10,8,18,15,14,47,52,29,32,24
6,Tân Châu,26,9,An Giang,266,2018,15,11,7,8,14,11,27,28,54,49,21,21
7,Chợ Mới,31,2,An Giang,1284,2018,38,31,46,47,99,124,162,144,206,147,133,107
8,An Phú,25,1,An Giang,274,2018,20,11,18,30,22,13,29,24,33,19,26,29
9,Tri Tôn,30,11,An Giang,115,2018,15,2,13,19,5,12,9,8,9,10,8,5
10,Tịnh Biên,29,8,An Giang,295,2018,19,3,8,20,24,36,28,30,54,29,27,17
11,Thoại Sơn,33,10,An Giang,182,2018,6,7,2,14,12,13,13,13,22,37,25,18
1,Bạc Liêu,81,12,Bac Lieu,45,2001,0,2,0,2,0,6,4,8,7,4,3,9
2,H. Vĩnh Lợi,96,18,Bac Lieu,35,2001,0,0,3,0,7,12,4,2,2,0,2,3
3,Giá Rai,82,14,Bac Lieu,26,2001,0,0,0,0,1,13,0,4,1,3,3,1
4,Hồng Dân,94,15,Bac Lieu,6,2001,0,0,1,0,0,0,1,1,1,2,0,0
5,Phước Long,93,17,Bac Lieu,62,2001,1,2,3,1,6,15,6,8,13,6,1,0
1,Bạc Liêu,81,12,Bac Lieu,34,2002,4,1,3,1,1,3,3,4,3,4,2,5
2,Vĩnh Lợi,96,18,Bac Lieu,50,2002,1,0,1,5,2,3,13,13,5,4,2,1
3,Giá Rai,82,14,Bac Lieu,18,2002,0,1,0,0,1,2,4,7,0,3,0,0
4,Hồng Dân,94,15,Bac Lieu,1,2002,1,0,0,0,0,0,0,0,0,0,0,0
5,Phước Long,93,17,Bac Lieu,100,2002,1,0,2,3,10,10,30,17,15,4,5,3
6,Đông Hải,83,13,Bac Lieu,12,2002,NA,N/A,N/A,1,0,0,2,5,0,2,1,1
1,Bạc Liêu,81,12,Bac Lieu,198,2003,3,5,2,16,28,25,21,13,9,7,20,49
2,Vĩnh Lợi,96,18,Bac Lieu,520,2003,2,8,8,43,37,68,66,23,52,74,84,55
3,Giá Rai,82,14,Bac Lieu,71,2003,1,0,0,1,5,5,4,5,11,7,20,12
4,Hồng Dân,94,15,Bac Lieu,25,2003,0,0,0,2,0,2,4,0,8,0,0,9
5,Phước Long,93,17,Bac Lieu,289,2003,1,2,5,16,9,43,106,36,15,9,21,26
6,Đông Hải,83,13,Bac Lieu,67,2003,0,1,0,1,3,0,2,1,6,2,25,26
1,Bạc Liêu,81,12,Bac Lieu,229,2004,20,26,23,25,24,24,27,18,15,6,14,7
2,Vĩnh Lợi,96,18,Bac Lieu,628,2004,33,40,45,99,89,102,87,33,15,28,39,18
3,Giá Rai,82,14,Bac Lieu,126,2004,17,10,13,11,7,9,24,7,10,11,5,2
4,Hồng Dân,94,15,Bac Lieu,246,2004,0,1,2,17,18,47,71,28,21,28,12,1
5,Phước Long,93,17,Bac Lieu,604,2004,10,7,9,44,63,114,113,40,62,90,36,16
6,Đông Hải,83,13,Bac Lieu,163,2004,24,14,11,17,8,10,17,11,21,12,11,7
1,Bạc Liêu,81,12,Bac Lieu,300,2005,4,17,9,22,35,23,14,21,22,26,50,57
2,Vĩnh Lợi,96,18,Bac Lieu,233,2005,12,17,15,10,18,11,21,14,12,30,29,44
3,Giá Rai,82,14,Bac Lieu,135,2005,0,2,0,3,3,8,7,8,9,41,28,26
4,Hồng Dân,94,15,Bac Lieu,85,2005,0,13,1,0,2,7,4,16,12,12,11,7
5,Phước Long,93,17,Bac Lieu,53,2005,4,0,2,0,4,1,2,2,7,9,15,7
6,Đông Hải,83,13,Bac Lieu,178,2005,6,3,3,5,5,3,9,21,15,27,45,36
1,Bạc Liêu,81,12,Bac Lieu,636,2006,45,57,50,63,83,75,60,70,80,53,,
2,Vĩnh Lợi,96,18,Bac Lieu,360,2006,18,13,30,53,92,56,33,15,26,24,,
3,Hoà Bình,95,16,Bac Lieu,282,2006,19,26,14,17,33,36,30,37,50,20,,
4,Phước Long,93,17,Bac Lieu,211,2006,21,18,22,17,20,22,26,35,22,8,,
5,Hồng Dân,94,15,Bac Lieu,129,2006,2,4,1,2,1,21,30,34,15,19,,
6,Giá Rai,82,14,Bac Lieu,122,2006,4,1,6,8,15,36,11,16,12,13,,
7,Đông Hải,83,13,Bac Lieu,248,2006,16,17,9,13,10,24,29,36,57,37,,
1,Bạc Liêu,81,12,Bac Lieu,164,2007,23,7,14,3,8,18,25,25,22,19,,
2,Vĩnh Lợi,96,18,Bac Lieu,142,2007,7,4,5,7,9,19,19,13,29,30,,
3,Hoà Bình,95,16,Bac Lieu,104,2007,15,5,6,3,6,9,12,15,21,12,,
4,Phước Long,93,17,Bac Lieu,46,2007,2,1,0,1,4,5,13,8,5,7,,
5,Hồng Dân,94,15,Bac Lieu,84,2007,0,0,0,1,4,11,14,17,23,14,,
6,Giá Rai,82,14,Bac Lieu,54,2007,3,1,1,1,2,9,13,6,11,7,,
7,Đông Hải,83,13,Bac Lieu,58,2007,10,1,2,1,3,5,9,15,6,6,,
1,Bạc Liêu,81,12,Bac Lieu,497,2008,31,21,23,28,46,50,76,75,71,76,,
2,Vĩnh Lợi,96,18,Bac Lieu,132,2008,8,10,13,9,8,15,19,19,14,17,,
3,Hoà Bình,95,16,Bac Lieu,194,2008,9,9,10,7,7,22,25,21,29,55,,
4,Phước Long,93,17,Bac Lieu,209,2008,2,1,0,8,7,9,48,33,42,59,,
5,Hồng Dân,94,15,Bac Lieu,52,2008,0,1,0,0,0,1,11,11,12,16,,
6,Giá Rai,82,14,Bac Lieu,611,2008,6,5,12,9,4,55,145,123,130,122,,
7,Đông Hải,83,13,Bac Lieu,240,2008,5,1,1,6,5,21,64,50,39,48,,
1,Bạc Liêu,81,12,Bac Lieu,139,2009,29,33,11,4,8,7,18,17,7,5,,
2,Vĩnh Lợi,96,18,Bac Lieu,55,2009,6,1,4,7,4,10,10,2,8,3,,
3,Hoà Bình,95,16,Bac Lieu,68,2009,19,8,9,2,5,7,5,2,5,6,,
4,Phước Long,93,17,Bac Lieu,107,2009,12,7,4,2,18,17,11,10,7,19,,
5,Hồng Dân,94,15,Bac Lieu,35,2009,7,3,0,0,0,0,1,5,13,6,,
6,Giá Rai,82,14,Bac Lieu,43,2009,17,6,2,0,2,7,3,2,2,2,,
7,Đông Hải,83,13,Bac Lieu,37,2009,6,1,3,2,1,11,6,2,0,5,,
1,Bạc Liêu,81,12,Bac Lieu,16,2010,3,1,0,0,0,6,0,0,0,6,,
2,Vĩnh Lợi,96,18,Bac Lieu,11,2010,0,3,0,0,1,4,1,0,0,2,,
3,Hoà Bình,95,16,Bac Lieu,5,2010,1,0,0,0,0,0,0,0,0,4,,
4,Phước Long,93,17,Bac Lieu,35,2010,3,0,0,0,3,14,4,0,0,11,,
5,Hồng Dân,94,15,Bac Lieu,1,2010,0,0,0,0,0,0,0,0,0,1,,
6,Giá Rai,82,14,Bac Lieu,8,2010,2,0,0,0,0,2,1,0,0,3,,
7,Đông Hải,83,13,Bac Lieu,7,2010,0,0,0,0,1,0,0,0,1,5,,
1,Bạc Liêu,81,12,Bac Lieu,132,2011,7,2,0,0,41,0,23,58,0,1,,
2,Vĩnh Lợi,96,18,Bac Lieu,77,2011,4,0,0,0,48,0,3,22,0,0,,
3,Hoà Bình,95,16,Bac Lieu,60,2011,7,1,0,0,8,0,9,35,0,0,,
4,Phước Long,93,17,Bac Lieu,62,2011,11,2,0,0,9,0,3,37,0,0,,
5,Hồng Dân,94,15,Bac Lieu,4,2011,0,0,0,0,1,0,2,1,0,0,,
6,Giá Rai,82,14,Bac Lieu,78,2011,36,8,0,0,20,0,3,10,0,1,,
7,Đông Hải,83,13,Bac Lieu,78,2011,29,4,0,0,19,0,8,18,0,0,,
1,Bạc Liêu,81,12,Bac Lieu,169,2012,12,4,7,4,12,16,25,22,20,19,12,16
2,Vĩnh Lợi,96,18,Bac Lieu,86,2012,12,3,4,2,2,4,8,10,11,13,12,5
3,Hoà Bình,95,16,Bac Lieu,133,2012,9,4,12,18,12,15,10,20,15,8,4,6
4,Phước Long,93,17,Bac Lieu,81,2012,10,6,5,5,3,17,6,8,5,10,1,5
5,Hồng Dân,94,15,Bac Lieu,33,2012,1,0,0,3,0,7,1,0,3,10,6,2
6,Giá Rai,82,14,Bac Lieu,115,2012,7,7,2,5,12,4,8,13,15,15,19,8
7,Đông Hải,83,13,Bac Lieu,142,2012,7,13,16,13,12,9,11,7,17,17,11,9
1,Bạc Liêu,81,12,Bac Lieu,67,2013,8,8,4,4,4,4,3,5,0,7,11,9
2,Vĩnh Lợi,96,18,Bac Lieu,31,2013,3,0,2,1,4,2,3,3,1,3,4,5
3,Hoà Bình,95,16,Bac Lieu,29,2013,0,1,2,0,1,2,6,7,5,1,2,2
4,Phước Long,93,17,Bac Lieu,12,2013,1,1,1,0,0,0,0,3,0,2,1,3
5,Hồng Dân,94,15,Bac Lieu,4,2013,0,0,0,0,0,0,1,1,0,0,1,1
6,Giá Rai,82,14,Bac Lieu,52,2013,5,2,3,1,1,2,8,3,9,7,7,4
7,Đông Hải,83,13,Bac Lieu,146,2013,11,6,3,6,3,6,12,6,15,16,33,29
1,Bạc Liêu,81,12,Bac Lieu,51,2014,8,1,4,9,6,2,4,4,1,5,5,2
2,Vĩnh Lợi,96,18,Bac Lieu,25,2014,2,1,7,2,6,1,2,0,0,1,3,0
3,Hoà Bình,95,16,Bac Lieu,18,2014,3,1,1,4,0,1,0,4,0,1,1,2
4,Phước Long,93,17,Bac Lieu,18,2014,2,1,0,2,2,0,0,6,1,1,2,1
5,Hồng Dân,94,15,Bac Lieu,3,2014,0,0,0,1,1,0,0,0,0,0,0,1
6,Giá Rai,82,14,Bac Lieu,37,2014,6,2,2,3,5,2,1,0,1,4,8,3
7,Đông Hải,83,13,Bac Lieu,22,2014,2,1,4,3,0,1,1,0,2,4,2,2
