VARNAME_2,population(thousand),year,population,NAME_1,ENGTYPE_2
vinh thuan,132.286,2017,132286,Kiên Giang,District
ben luc,160.041,2017,160041,Long An,District
can duoc,182.056,2017,182056,Long An,District
can giuoc,183.243,2017,183243,Long An,District
chau thanh,104.619,2017,104619,Long An,District
duc hoa,234.865,2017,234865,Long An,District
duc hue,63.122,2017,63122,Long An,District
kien tuong,33.388,2017,33388,Long An,Town
moc hoa,41.704,2017,41704,Long An,District
tan an,142.273,2017,142273,Long An,City
tan hung,51.416,2017,51416,Long An,District
tan thanh,81.803,2017,81803,Long An,District
tan tru,66.789,2017,66789,Long An,District
thanh hoa,58.414,2017,58414,Long An,District
thu thua,94.715,2017,94715,Long An,District
vinh hung,52.738,2017,52738,Long An,District
chau thanh,107.156,2017,107156,Sóc Trăng,District
cu lao dung,46.279,2017,46279,Sóc Trăng,District
ke sach,162.709,2017,162709,Sóc Trăng,District
long phu,104.246,2017,104246,Sóc Trăng,District
my tu,114.163,2017,114163,Sóc Trăng,District
my xuyen,145.191,2017,145191,Sóc Trăng,District
nga nam,84.372,2017,84372,Sóc Trăng,Town
soc trang,150.018,2017,150018,Sóc Trăng,City
thanh tri,111.708,2017,111708,Sóc Trăng,District
tran de,170.063,2017,170063,Sóc Trăng,District
vinh chau,173.686,2017,173686,Sóc Trăng,Town
cai be,310.099,2017,310099,Tiền Giang,District
cai lay,166.229,2017,166229,Tiền Giang,District
cai lay,165.858,2017,165858,Tiền Giang,Town
cho gao,179.717,2017,179717,Tiền Giang,District
chau thanh,265.826,2017,265826,Tiền Giang,District
go cong,144.606,2017,144606,Tiền Giang,Town
go cong dong,119.092,2017,119092,Tiền Giang,District
go cong tay,125.283,2017,125283,Tiền Giang,District
my tho,234.385,2017,234385,Tiền Giang,City
tan phu dong,43.783,2017,43783,Tiền Giang,District
tan phuoc,61.156,2017,61156,Tiền Giang,District
cau ke,118.603,2017,118603,Trà Vinh,District
cau ngang,141.114,2017,141114,Trà Vinh,District
cang long,156.857,2017,156857,Trà Vinh,District
chau thanh,133.116,2017,133116,Trà Vinh,District
duyen hai,75.261,2017,75261,Trà Vinh,District
duyen hai,61.753,2017,61753,Trà Vinh,Town
tieu can,117.329,2017,117329,Trà Vinh,District
tra cu,160.229,2017,160229,Trà Vinh,District
tra vinh,121.603,2017,121603,Trà Vinh,City
binh minh,128.315,2017,128315,Vĩnh Long,Town
binh tan,63.661,2017,63661,Vĩnh Long,District
long ho,173.504,2017,173504,Vĩnh Long,District
mang thit,106.061,2017,106061,Vĩnh Long,District
tam binh,166.106,2017,166106,Vĩnh Long,District
tra on,144.119,2017,144119,Vĩnh Long,District
vinh long,145.112,2017,145112,Vĩnh Long,City
vung liem,168.921,2017,168921,Vĩnh Long,District
an phu,191.684,2018,191684,An Giang,District
cho moi,367.728,2018,367728,An Giang,District
chau doc,120.923,2018,120923,An Giang,City
chau phu,260.688,2018,260688,An Giang,District
chau thanh,182.781,2018,182781,An Giang,District
long xuyen,295.788,2018,295788,An Giang,City
phu tan,212.502,2018,212502,An Giang,District
tinh bien,128.766,2018,128766,An Giang,District
tan chau,181.449,2018,181449,An Giang,Town
thoai son,195.02,2018,195020,An Giang,District
tri ton,140.592,2018,140592,An Giang,District
bac lieu,161.885,2018,161885,Bạc Liêu,City
dong hai,158.83,2018,158830,Bạc Liêu,District
gia rai,146.077,2018,146077,Bạc Liêu,Town
hong dan,115.39,2018,115390,Bạc Liêu,District
hoa binh,128.117,2018,128117,Bạc Liêu,District
phuoc long,128.437,2018,128437,Bạc Liêu,District
vinh loi,94.572,2018,94572,Bạc Liêu,District
ben tre,130.326,2018,130326,Bến Tre,City
ba tri,199.507,2018,199507,Bến Tre,District
binh dai,140.706,2018,140706,Bến Tre,District
cho lach,126.547,2018,126547,Bến Tre,District
chau thanh,160.658,2018,160658,Bến Tre,District
giong trom,179.648,2018,179648,Bến Tre,District
mo cay bac,76.812,2018,76812,Bến Tre,District
mo cay nam,186.713,2018,186713,Bến Tre,District
thanh phu,135.994,2018,135994,Bến Tre,District
binh thuy,142.487,2018,142487,Cần Thơ,Urban District
co do,163.269,2018,163269,Cần Thơ,District
cai rang,80.593,2018,80593,Cần Thơ,Urban District
ninh kieu,253.184,2018,253184,Cần Thơ,Urban District
o mon,124.144,2018,124144,Cần Thơ,Urban District
phong dien,111.449,2018,111449,Cần Thơ,District
thot not,132.457,2018,132457,Cần Thơ,Urban District
thoi lai,199.468,2018,199468,Cần Thơ,District
vinh thanh,97.309,2018,97309,Cần Thơ,District
ca mau,233.104,2018,233104,Cà Mau,City
cai nuoc,144.392,2018,144392,Cà Mau,District
dam doi,194.812,2018,194812,Cà Mau,District
nam can,59.636,2018,59636,Cà Mau,District
ngoc hien,91.343,2018,91343,Cà Mau,District
phu tan,112.489,2018,112489,Cà Mau,District
thoi binh,142.391,2018,142391,Cà Mau,District
tran van thoi,197.316,2018,197316,Cà Mau,District
u minh,112.203,2018,112203,Cà Mau,District
cao lanh,212.331,2018,212331,Đồng Tháp,District
cao lanh,174.335,2018,174335,Đồng Tháp,City
chau thanh,158.525,2018,158525,Đồng Tháp,District
hong ngu,151.787,2018,151787,Đồng Tháp,District
hong ngu,90.827,2018,90827,Đồng Tháp,City
lap vo,188.61,2018,188610,Đồng Tháp,District
lai vung,174.495,2018,174495,Đồng Tháp,District
sa dec,112.783,2018,112783,Đồng Tháp,City
tam nong,113.745,2018,113745,Đồng Tháp,District
tan hong,96.833,2018,96833,Đồng Tháp,District
thanh binh,163.716,2018,163716,Đồng Tháp,District
thap muoi,149.578,2018,149578,Đồng Tháp,District
chau thanh,88.275,2018,88275,Hậu Giang,District
chau thanh a,113.838,2018,113838,Hậu Giang,District
long my,93.241,2018,93241,Hậu Giang,District
long my,76.159,2018,76159,Hậu Giang,Town
nga bay,69.553,2018,69553,Hậu Giang,City
phung hiep,206.337,2018,206337,Hậu Giang,District
vi thanh,76.794,2018,76794,Hậu Giang,City
vi thuy,107.419,2018,107419,Hậu Giang,District
an bien,109,2018,109000,Kiên Giang,District
an minh,115.65,2018,115650,Kiên Giang,District
chau thanh,164.638,2018,164638,Kiên Giang,District
giong rieng,245.456,2018,245456,Kiên Giang,District
giang thanh,43.793,2018,43793,Kiên Giang,District
go quao,135.756,2018,135756,Kiên Giang,District
ha tien,49.306,2018,49306,Kiên Giang,City
hon dat,184.814,2018,184814,Kiên Giang,District
kien hai,15.54,2018,15540,Kiên Giang,District
kien luong,71.194,2018,71194,Kiên Giang,District
phu quoc,97.419,2018,97419,Kiên Giang,City
rach gia,249.974,2018,249974,Kiên Giang,City
tan hiep,158.562,2018,158562,Kiên Giang,District
u minh thuong,76.12,2018,76120,Kiên Giang,District
vinh thuan,133.492,2018,133492,Kiên Giang,District
ben luc,161.516,2018,161516,Long An,District
can duoc,183.721,2018,183721,Long An,District
can giuoc,184.921,2018,184921,Long An,District
chau thanh,105.576,2018,105576,Long An,District
duc hoa,237.037,2018,237037,Long An,District
duc hue,63.703,2018,63703,Long An,District
kien tuong,33.677,2018,33677,Long An,Town
moc hoa,42.09,2018,42090,Long An,District
tan an,143.574,2018,143574,Long An,City
tan hung,51.88,2018,51880,Long An,District
tan thanh,82.556,2018,82556,Long An,District
tan tru,67.395,2018,67395,Long An,District
thanh hoa,58.949,2018,58949,Long An,District
thu thua,95.577,2018,95577,Long An,District
vinh hung,53.251,2018,53251,Long An,District
chau thanh,108.539,2018,108539,Sóc Trăng,District
cu lao dung,46.7,2018,46700,Sóc Trăng,District
ke sach,164.199,2018,164199,Sóc Trăng,District
long phu,105.205,2018,105205,Sóc Trăng,District
my tu,114.751,2018,114751,Sóc Trăng,District
my xuyen,149.758,2018,149758,Sóc Trăng,District
nga nam,85.143,2018,85143,Sóc Trăng,Town
soc trang,151.315,2018,151315,Sóc Trăng,City
thanh tri,112.731,2018,112731,Sóc Trăng,District
tran de,168.511,2018,168511,Sóc Trăng,District
vinh chau,175.266,2018,175266,Sóc Trăng,Town
cai be,312.939,2018,312939,Tiền Giang,District
cai lay,167.752,2018,167752,Tiền Giang,District
cai lay,167.37,2018,167370,Tiền Giang,Town
cho gao,181.359,2018,181359,Tiền Giang,District
chau thanh,268.412,2018,268412,Tiền Giang,District
go cong,145.932,2018,145932,Tiền Giang,Town
go cong dong,120.18,2018,120180,Tiền Giang,District
go cong tay,126.431,2018,126431,Tiền Giang,District
my tho,236.387,2018,236387,Tiền Giang,City
tan phu dong,44.183,2018,44183,Tiền Giang,District
tan phuoc,61.715,2018,61715,Tiền Giang,District
cau ke,119.69,2018,119690,Trà Vinh,District
cau ngang,142.405,2018,142405,Trà Vinh,District
cang long,158.292,2018,158292,Trà Vinh,District
chau thanh,134.33,2018,134330,Trà Vinh,District
duyen hai,75.955,2018,75955,Trà Vinh,District
duyen hai,62.313,2018,62313,Trà Vinh,Town
tieu can,118.403,2018,118403,Trà Vinh,District
tra cu,161.696,2018,161696,Trà Vinh,District
tra vinh,122.721,2018,122721,Trà Vinh,City
binh minh,129.398,2018,129398,Vĩnh Long,Town
binh tan,64.324,2018,64324,Vĩnh Long,District
long ho,175.092,2018,175092,Vĩnh Long,District
mang thit,107.032,2018,107032,Vĩnh Long,District
tam binh,167.626,2018,167626,Vĩnh Long,District
tra on,145.437,2018,145437,Vĩnh Long,District
vinh long,146.44,2018,146440,Vĩnh Long,City
vung liem,170.467,2018,170467,Vĩnh Long,District
